strain_name,latitude,longitude,date
taxid443181,19.2,109.5,2005-01-01
taxid478083,37,127.5,2005-01-01
taxid505207,31.2,121.44,2005-01-01
taxid526548,46,-94,2005-01-01
taxid526549,35.5,-80,2005-01-01
taxid538544,37,127.5,2005-01-01
taxid538546,37,127.5,2005-01-01
taxid538547,37,127.5,2005-01-01
taxid538557,37,127.5,2005-01-01
taxid538558,37,127.5,2005-01-01
taxid542562,54,-72,2005-01-01
taxid542945,46,-94,2005-01-01
taxid402055,37,127.5,2006-01-01
taxid402056,37,127.5,2006-01-01
taxid443179,24,109,2006-01-01
taxid538548,37,127.5,2006-01-01
taxid538559,37,127.5,2006-01-01
taxid538560,37,127.5,2006-01-01
taxid538561,37,127.5,2006-01-01
taxid515581,40,-80.83,2007-01-01
taxid538552,37,127.5,2007-01-01
taxid538554,37,127.5,2007-01-01
taxid542563,45,-63,2007-01-01
taxid556272,40,-80.83,2007-01-01
taxid641501,37,-119,2009-04-01
taxid641808,37,-119,2009-04-01
taxid641809,37,-119,2009-04-01
taxid641811,30,-100,2009-04-01
taxid641812,30,-100,2009-04-01
taxid642261,37,-119,2009-04-01
EPI176612,37,-119,2009-04-01
EPI176618,37,-119,2009-04-01
EPI176622,37,-119,2009-04-01
EPI176625,37,-119,2009-04-01
EPI176627,37,-119,2009-04-01
EPI176644,23,-102,2009-04-01
EPI176646,23,-102,2009-04-01
EPI177275,37,-119,2009-04-01
EPI177295,30,-100,2009-04-01
EPI177303,30,-100,2009-04-01
EPI177307,23,-102,2009-04-01
EPI177310,23,-102,2009-04-01
EPI177313,23,-102,2009-04-01
EPI177345,23,-102,2009-04-01
EPI177354,23,-102,2009-04-01
EPI177361,23,-102,2009-04-01
EPI177372,40,-80.83,2009-04-01
EPI177376,40.7,-74,2009-04-01
EPI177383,40.7,-74,2009-04-01
EPI177389,40.7,-74,2009-04-01
EPI177394,40.7,-74,2009-04-01
EPI177398,40.7,-74,2009-04-01
EPI177406,40.7,-74,2009-04-01
EPI177413,40.7,-74,2009-04-01
EPI177418,40.7,-74,2009-04-01
EPI177423,40.7,-74,2009-04-01
EPI177427,30,-100,2009-04-01
EPI177540,22.25,114.16,2009-04-01
EPI177579,22.25,114.16,2009-04-01
EPI177951,56,10,2009-04-01
EPI178253,39.5,-3,2009-04-01
EPI178258,39.48,-0.4,2009-04-01
EPI178263,43,-2.5,2009-04-01
EPI178268,39.5,-3,2009-04-01
EPI178293,23,-102,2009-04-01
EPI178294,50,-86,2009-04-01
EPI178377,30,-100,2009-04-01
EPI178385,37,-119,2009-04-01
EPI178399,34,-112,2009-04-01
EPI178404,44,-85,2009-04-01
EPI178409,46,-94,2009-04-01
EPI178416,34,-80,2009-04-01
EPI178429,23,-102,2009-04-01
EPI178448,41.5,-100,2009-04-01
EPI178455,38.66,-98,2009-04-01
EPI178471,38.733,-9.13,2009-04-01
EPI178480,31.5,34.75,2009-04-01
EPI178491,30,-100,2009-04-01
