strain_name,latitude,longitude,date
taxid458006,35.5,-85,1977-01-01
taxid458007,35.5,-85,1977-01-01
taxid458008,35.5,-85,1977-01-01
taxid458009,35.5,-85,1977-01-01
taxid458010,35.5,-85,1977-01-01
taxid458012,35.5,-85,1977-01-01
taxid458013,35.5,-85,1978-01-01
taxid458014,35.5,-85,1978-01-01
taxid458015,35.5,-85,1978-01-01
taxid458016,35.5,-85,1978-01-01
taxid458018,35.5,-85,1978-01-01
taxid458019,35.5,-85,1978-01-01
taxid458020,35.5,-85,1978-01-01
taxid458021,35.13,-90.03,1990-01-01
taxid458022,45,-90,1966-01-01
taxid458023,45,-90,1976-01-01
taxid458025,45,-90,1976-01-01
taxid478083,37,127.5,2005-01-01
taxid489926,38,-98,2006-01-01
taxid489927,38,-98,2006-01-01
taxid496427,50,-86,2007-01-01
taxid497380,37,127.5,2004-01-01
taxid505207,31.2,121.44,2005-01-01
taxid515581,40,-80.83,2007-01-01
taxid519838,35.06,135.69,1979-01-01
taxid519839,37.97,139.03,1977-01-01
taxid526548,46,-94,2005-01-01
taxid526549,35.5,-80,2005-01-01
taxid533021,40.83,-76,1991-01-01
taxid533024,35.5,-80,1988-01-01
taxid533026,40,-80.83,2004-01-01
taxid538542,37,127.5,2006-01-01
taxid538543,37,127.5,2004-01-01
taxid538544,37,127.5,2005-01-01
taxid538545,37,127.5,2004-01-01
taxid538546,37,127.5,2005-01-01
taxid538547,37,127.5,2005-01-01
taxid538548,37,127.5,2006-01-01
taxid538549,37,127.5,2007-01-01
taxid538550,37,127.5,2007-01-01
taxid538551,37,127.5,2007-01-01
taxid538552,37,127.5,2007-01-01
taxid538553,37,127.5,2007-01-01
taxid538554,37,127.5,2007-01-01
taxid538555,37,127.5,2004-01-01
taxid538556,37,127.5,2005-01-01
taxid538557,37,127.5,2005-01-01
taxid538558,37,127.5,2005-01-01
taxid538559,37,127.5,2006-01-01
taxid538560,37,127.5,2006-01-01
taxid538561,37,127.5,2006-01-01
taxid542860,43,-75,1998-01-01
taxid542942,42,-93,1990-01-01
taxid542943,42,-93,1992-01-01
taxid542945,46,-94,2005-01-01
taxid556272,40,-80.83,2007-01-01
taxid566260,35.5,-80,1988-01-01
taxid568225,31.2,121.44,2007-01-01
taxid574548,37,127.5,2008-01-01
taxid641501,37,-119,2009-01-01
taxid641807,37,-119,2009-01-01
taxid641808,37,-119,2009-01-01
taxid641809,37,-119,2009-01-01
taxid641811,30,-100,2009-01-01
taxid641812,30,-100,2009-01-01
taxid642261,37,-119,2009-01-01
taxid642264,43,-75,2009-01-01
taxid642266,40,-80.83,2009-01-01
taxid643540,43,-75,2009-01-01
taxid643541,43,-75,2009-01-01
taxid643542,43,-75,2009-01-01
taxid643543,43,-75,2009-01-01
taxid643544,43,-75,2009-01-01
taxid643545,43,-75,2009-01-01
taxid643546,43,-75,2009-01-01
taxid643547,43,-75,2009-01-01
taxid643548,30,-100,2009-01-01
EPI176602,23,-102,2009-01-01
EPI176603,23,-102,2009-01-01
EPI176606,23,-102,2009-01-01
EPI176608,23,-102,2009-01-01
EPI176614,37,-119,2009-01-01
EPI176624,37,-119,2009-01-01
EPI177297,30,-100,2009-01-01
EPI177305,30,-100,2009-01-01
EPI177309,23,-102,2009-01-01
EPI177312,23,-102,2009-01-01
EPI177314,23,-102,2009-01-01
